Chave_Tempo,Chave_Local,Chave_Religiao,Em_Conflito,Populacao_Total,Populacao_Urbana,Populacao_Rural,Taxa_Crescimento,Expectativa_Vida,Taxa_Mortalidade,PIB_Per_Capita,Acesso_Educacao,Medicos_Por_Habitante
23,1,36,Baixo,1463865525,542742539,921122986,0.89,,,,,
22,1,36,Baixo,1450935791,530387142,920548649,0.89,,,,,
21,1,36,Médio,1438069596,518239122,919830474,0.89,72.0026,,9160.063,,
20,1,36,Médio,1425423212,506304869,919118343,0.79,71.6984,,8544.688,,
18,1,36,Médio,1402617695,483098640,919519055,0.98,70.1563,,7399.531,34.0765442315962,7.23
13,1,36,Médio,1328024498,429069459,898955039,1.32,69.326,,6488.146,,7.23
12,1,25,Alto,1243481564,380744554,862737010,1.49,67.1616,,5059.2827,,
11,1,25,Alto,1154676322,334479406,820196916,1.77,64.9385,,3881.966,,
10,1,25,Alto,1057922733,291350282,766572451,1.96,62.7492,,3099.503,,
9,1,25,Alto,960301044,255558824,704742220,2.11,60.6295,,2542.422,,
8,1,25,Alto,864972221,222296728,642675493,2.28,58.6184,,2203.147,,
7,1,25,Baixo,772647793,190321782,582326011,2.37,56.3239,,,,
6,1,25,Baixo,687354025,160941941,526412084,2.37,53.5928,,,,
5,1,25,Baixo,611309535,132533810,478775725,2.29,50.7615,,,,
4,1,25,Baixo,545864268,109388950,436475318,2.18,48.5852,,,,
3,1,25,Baixo,490140146,93493844,396646302,2.37,45.5579,,,,
2,1,25,Baixo,435990338,80565723,355424615,2.38,45.6104,,,,
1,1,25,Baixo,387700887,71958495,315742392,2.29,43.7399,,,,
23,2,36,Baixo,1416096094,956553854,459542240,-0.23,,,,,
22,2,36,Baixo,1419321278,941865672,477455606,-0.23,,,,,
21,2,36,Baixo,1422584933,926375811,496209122,-0.18,77.9529,,22137.6,,
20,2,36,Baixo,1425179569,910080750,515098819,-0.09,78.2021,,21011.617,,31.12
18,2,36,Baixo,1426106093,875075919,551030174,0.18,78.0191,,18833.785,49.289649408920155,23.85
13,2,36,Baixo,1396134174,775352918,620781256,0.65,76.9755,,14575.935,,17.97
12,2,32,Baixo,1351561514,669353557,682207957,0.63,75.6679,,10267.806,,14.6
11,2,32,Baixo,1310027136,561983323,748043813,0.63,74.085,,6165.1836,,12.39
10,2,32,Baixo,1269581175,460377048,809204127,0.8,72.2885,,3989.062,,12.63
9,2,32,Baixo,1220133927,383901711,836232216,1.13,70.3631,,2763.7998,,11.92
8,2,34,Baixo,1153582724,310022147,843560577,1.71,68.1547,,1645.579,,11.3
7,2,34,Baixo,1059807820,244946241,814861579,1.51,66.5319,,,,
6,2,34,Baixo,983163542,192392094,790771448,1.42,64.2433,,,,
5,2,34,Baixo,916116793,160244444,755872349,2.16,60.952,,,,
4,2,32,Baixo,823308967,143513192,679795775,2.62,56.8241,,,,
3,2,32,Baixo,723415733,130684595,592731138,2.01,53.0009,,,,
2,2,32,Baixo,654802069,106561743,548240326,1.64,33.419,,,,
1,2,32,Baixo,603547007,84639825,518907182,2.1,47.2366,,,,
23,3,36,Baixo,347275807,287421363,59854444,0.54,,,,,
22,3,36,Baixo,345426571,284698234,60728337,0.57,,,,,
21,3,36,Baixo,343477335,281984165,61493170,0.57,79.3043,,74577.51,,
20,3,36,Baixo,341534046,279286931,62247115,0.4,77.9789,,72841.92,,
18,3,36,Baixo,339436159,273975139,65461020,0.49,77.0115,,67352.39,74.93412001024639,
13,3,36,Baixo,326126497,261287811,64838686,0.95,78.7219,,64575.406,,
12,3,36,Baixo,311062790,249297076,61765714,1.02,78.6681,,59799.285,75.37885702926597,
11,3,36,Baixo,295716664,235892407,59824257,0.99,77.5264,,59604.754,,
10,3,36,Baixo,281484131,222927913,58556218,0.97,76.8058,,55038.62,,
9,3,36,Baixo,268205795,205240402,62965393,1.14,75.8522,,47220.957,,
8,3,36,Baixo,253373387,190156233,63217154,0.95,75.3743,,44378.523,,
7,3,36,Baixo,241690443,179400645,62289798,1.01,74.65,,,,
6,3,36,Baixo,229858655,169422683,60435972,0.96,73.73,,,,
5,3,36,Baixo,219129301,161450209,57679092,1.07,72.5434,,,,
4,3,36,Baixo,207796339,154262109,53534230,1.21,70.7343,,,,
3,3,36,Baixo,195653774,143624659,52029115,1.65,70.2495,,,,
2,3,36,Baixo,180274555,130757407,49517148,1.64,69.8293,,,,
1,3,36,Baixo,166200024,115375863,50824161,1.51,69.5573,,,,
23,4,36,Baixo,285721236,170361295,115359941,0.79,,,,,
22,4,36,Baixo,283487931,167176839,116311092,0.82,,,,,
21,4,36,Baixo,281190067,163963233,117226834,0.85,71.1457,,13889.883,,5.24
20,4,36,Baixo,278830529,160724456,118106073,0.75,70.9246,,13334.294,,6.81
18,4,36,Baixo,274814866,154188546,120626320,0.85,68.8173,,12388.545,32.59692486638547,6.2
13,4,36,Baixo,261799249,137634761,124164488,1.23,69.5196,,10893.662,,2.7
12,4,19,Baixo,246305322,121052980,125252342,1.3,68.3642,,8848.225,33.66140756865023,2.39
11,4,19,Médio,230871650,104155654,126715996,1.33,67.5308,,7140.8545,,
10,4,19,Médio,216077790,88851487,127226303,1.57,66.2919,,6056.382,,
9,4,19,Baixo,199888057,71053577,128834480,1.73,65.2633,,6312.9346,,
8,4,19,Médio,183501098,55491343,128009755,1.93,63.2486,,4873.0537,,
7,4,36,Baixo,166776185,43049412,123726773,2.29,61.3867,,,,
6,4,36,Baixo,148950540,32601807,116348733,2.47,58.7009,,,,
5,4,18,Baixo,131843848,25252096,106591752,2.65,55.9984,,,,
4,4,18,Baixo,115657495,19603959,96053536,2.67,53.2543,,,,
3,4,18,Baixo,101365130,15838170,85526960,2.8,42.7619,,,,
2,4,18,Baixo,88296070,12805184,75490886,2.7,46.8349,,,,
1,4,18,Baixo,77273507,10404671,66868836,2.35,43.5915,,,,
23,5,36,Baixo,255219554,87777053,167442501,1.57,,,,,
22,5,36,Baixo,251269164,85615064,165654100,1.52,,,,,
21,5,36,Alto,247504495,83500516,164003979,1.56,67.649,,5439.1875,,
20,5,36,Médio,243700667,81432849,162267818,1.76,67.4167,,5526.2793,,
18,5,36,Médio,235001746,77437729,157564017,1.82,65.7015,,5135.0146,12.219137101083414,
13,5,36,Alto,217290883,68226783,149064100,1.75,65.6406,,4645.286,,8.5
12,5,19,Alto,199239047,59691513,139547534,2.58,64.3784,,4228.7817,,7.27
11,5,19,Médio,175453212,52301807,123151405,2.53,62.4163,,4042.1545,,7.2
10,5,19,Baixo,154879127,45687389,109191738,2.85,61.9029,,3531.713,,5.93
9,5,19,Médio,134582253,39104110,95478143,2.99,60.2735,,3462.4734,,5.18
8,5,18,Médio,116155576,32923693,83231883,3.41,59.7282,,3199.7297,,
7,5,18,Baixo,98229285,27060895,71168390,3.6,59.0752,,,,
6,5,18,Baixo,82291010,21910455,60380555,3.45,57.1985,,,,
5,5,18,Baixo,69461175,17592808,51868367,2.91,54.7219,,,,
4,5,18,Baixo,60166719,14416426,45750293,2.88,52.9434,,,,
3,5,18,Baixo,52209010,11954323,40254687,2.69,48.4954,,,,
2,5,18,Baixo,45709310,9926658,35782652,2.65,44.1013,,,,
1,5,18,Baixo,40098069,7968418,32129651,2.27,39.6108,,,,
23,6,36,Baixo,237527782,130312056,107215726,2.08,,,,,
22,6,36,Baixo,232679478,125447884,107231594,2.1,,,,,
21,6,36,Alto,227882945,120696717,107186228,2.12,54.4623,,5593.0566,,3.8
20,6,36,Alto,223150896,116057853,107093043,2.11,54.079,,5552.838,,3.86
18,6,36,Alto,213996181,107112526,106883655,2.15,53.0724,,5410.6934,1.4860740684074056,
13,6,36,Alto,190671878,86673094,103998784,2.73,51.9394,,5985.094,,
12,6,19,Médio,166642886,68949828,97693058,2.82,51.3145,,5359.5186,,
11,6,19,Médio,145017253,54288918,90728335,2.79,49.5377,,4372.9756,,2.7
10,6,19,Alto,126382494,42627440,83755054,2.66,47.1427,,3290.7056,,
9,6,18,Baixo,110819428,34785545,76033883,2.67,45.8701,,3229.124,,
8,6,6,Baixo,97120925,28276132,68844793,2.73,45.7327,,3650.673,,
7,6,18,Baixo,84897973,21434266,63463707,2.85,46.193,,,,
6,6,6,Baixo,73764641,16139321,57625320,3.07,45.959,,,,
5,6,18,Baixo,63410815,12535584,50875231,2.56,43.0544,,,,
4,6,18,Baixo,55893838,9942297,45951541,2.22,40.0084,,,,
3,6,18,Baixo,50086764,8296771,41789993,2.14,38.2208,,,,
2,6,6,Baixo,45053782,6955737,38098045,1.94,37.2067,,,,
1,6,36,Baixo,40935635,4952844,35982791,1.89,36.3358,,,,
23,7,36,Baixo,212812405,194451506,18360899,0.38,,,,,
22,7,36,Baixo,211998573,192914763,19083810,0.41,,,,,
21,7,36,Alto,211140729,191322786,19817943,0.4,75.8482,,19018.238,,23.57
20,7,36,Alto,210306415,189675703,20630712,0.36,74.8719,,18554.047,,
18,7,36,Alto,208660842,186217070,22443772,0.58,74.5058,732.41826778,17327.516,39.2362318500411,
13,7,36,Baixo,201675532,176653700,25021832,0.81,75.1064,618.26383475,18357.068,,
12,7,6,Baixo,193701929,165969018,27732911,0.96,73.779,580.92324533,18062.158,39.612002792256796,
11,7,6,Baixo,184688101,154831640,29856461,1.2,71.8319,540.93519094,15221.014,,
10,7,6,Baixo,174018282,142319507,31698775,1.47,69.5842,541.44353744,14005.348,,
9,7,6,Baixo,161735073,125958216,35776857,1.63,67.7006,549.4744917,13550.439,,12.27
8,7,6,Baixo,149143223,110404028,38739195,1.93,65.8624,547.93042967,12633.288,,10.85
7,7,6,Baixo,135515595,94786793,40728802,2.26,63.9795,580.78957599,,,
6,7,6,Baixo,121207461,79320279,41887182,2.41,61.8195,618.07856129,,,
5,7,6,Baixo,107619565,65415995,42203570,2.44,59.5561,,,,
4,7,6,Baixo,95375651,53295882,42079769,2.62,57.338,,,,
3,7,6,Baixo,83817583,42615168,41202415,2.98,55.2429,,,,
2,7,6,Baixo,72388126,33315588,39072538,3.11,53.1624,,,,
1,7,6,Baixo,62101388,25688833,36412555,3.06,50.8866,,,,
23,8,36,Baixo,175686899,74837709,100849190,1.22,,,,,
22,8,36,Baixo,173562364,72825128,100737236,1.22,,,,,
21,8,36,Baixo,171466990,70806614,100660376,1.23,74.6723,,8242.398,,7.22
20,8,36,Baixo,169384897,68791790,100593107,1.03,74.2647,,7888.164,,7.17
18,8,36,Baixo,166298024,64814953,101483071,0.84,71.4211,,7015.1978,22.962023453102482,6.61
13,8,36,Baixo,159383179,55305132,104078047,0.93,70.5429,,5352.7114,,4.76
12,8,19,Baixo,152201981,46347089,105854892,1.01,68.0091,,4125.464,,3.52
11,8,19,Baixo,144715786,38452976,106262810,1.47,65.5087,,3231.6138,,2.96
10,8,19,Baixo,134544304,31040651,103503653,1.88,62.0487,,2712.935,,
9,8,19,Baixo,122600370,25751454,96848916,1.89,58.2442,,2351.7039,,
8,8,19,Baixo,111633717,21037450,90596267,2.17,55.8219,,2069.7822,,
7,8,19,Baixo,100253825,16305971,83947854,2.64,53.9371,,,,
6,8,19,Baixo,88016432,12099053,75917379,2.48,52.2778,,,,
5,8,12,Baixo,77854351,7013461,70840890,2.43,50.6268,,,,
4,8,36,Baixo,69058894,4938975,64119919,2.89,42.6672,,,,
3,8,36,Baixo,59902519,3467675,56434844,2.94,46.0464,,,,
2,8,36,Baixo,51828660,2474987,49353673,2.52,43.9795,,,,
1,8,36,Baixo,45767684,1974441,43793243,2.12,41.0664,,,,
23,9,36,Baixo,143997393,108062384,35935009,-0.57,,,,,
22,9,36,Baixo,144820423,107976212,36844211,-0.43,,,,,
21,9,36,Médio,145440500,107876661,37563839,-0.1,73.1541,,39753.457,,
20,9,36,Baixo,145579899,107762468,37817431,-0.18,72.5174,,38263.617,,
18,9,36,Baixo,146371299,107486269,38885030,-0.11,71.1705,,36746.375,69.77164332251898,
13,9,36,Baixo,145307616,106549491,38758125,0.19,71.3449,,35393.57,,
12,9,6,Médio,143934465,105485979,38448486,-0.09,68.1526,,33399.926,65.00692413615643,
11,9,6,Médio,144597884,105505958,39091926,-0.29,65.2185,,27937.998,,
10,9,6,Alto,146717783,107381741,39336042,-0.21,64.9982,,20309.268,,
9,9,34,Alto,148291403,108802154,39489249,-0.09,63.9945,,18550.52,,
8,9,34,Baixo,148979541,108302585,40676956,0.74,69.2794,,29945.146,,
7,9,34,Baixo,143569389,102829481,40739908,0.71,68.2995,,,,
6,9,34,Baixo,138572623,96298016,42274607,0.65,67.477,,,,
5,9,34,Baixo,134136098,88869066,45267032,0.57,68.2644,,,,
4,9,34,Baixo,130367189,81289925,49077264,0.58,68.7083,,,,
3,9,34,Baixo,126634214,73579688,53054526,1.09,69.2843,,,,
2,9,34,Baixo,119934141,64402146,55531995,1.53,68.314,,,,
1,9,34,Baixo,111160992,54512824,56648168,1.46,62.0593,,,,
23,10,36,Baixo,135472051,30487323,104984728,2.58,,,,,
22,10,36,Baixo,132059767,29204015,102855752,2.62,,,,,
21,10,36,Alto,128691692,27959894,100731798,2.64,67.315,,2755.457,,1.43
20,10,36,Alto,125384287,26755042,98629245,2.66,66.8971,,2655.578,,1.05
18,10,36,Alto,118917671,24463423,94454248,2.75,65.9688,,2516.5488,15.675583574714617,1.02
13,10,36,Médio,103867135,19403087,84464048,2.78,63.592,,1957.4144,,
12,10,6,Baixo,90538514,15189140,75349374,2.93,59.7094,,1381.1904,,
11,10,6,Médio,78367470,12046373,66321097,3.06,54.364,,952.1156,,0.31
10,10,6,Médio,67411494,9807289,57604205,3.22,50.8802,,810.2707,,
9,10,6,Alto,57537335,7924483,49612852,3.86,48.1562,,760.2643,,
8,10,6,Alto,47609755,6069048,41540707,3.63,45.1166,,874.34686,,
7,10,6,Baixo,39842136,4673050,35169086,2.96,37.7473,,,,
6,10,6,Baixo,34428514,3671221,30757293,1.65,42.8154,,,,
5,10,6,Baixo,31723252,3080708,28642544,2.65,38.9412,,,,
4,10,6,Baixo,27829128,2440181,25388947,2.74,42.1149,,,,
3,10,6,Baixo,24310612,1897839,22412773,2.61,41.413,,,,
2,10,6,Baixo,21376693,1425096,19951597,1.94,39.6153,,,,
1,10,6,Baixo,19419770,1085996,18333774,1.91,37.3196,,,,
23,11,36,Baixo,131946900,115925945,16020955,0.83,,,,,
22,11,36,Baixo,130861007,114397383,16463624,0.86,,,,,
21,11,36,Alto,129739759,112846229,16893530,0.88,75.069,,22142.607,,
20,11,36,Alto,128613117,111274113,17339004,0.76,73.9731,,21643.973,,25.88
18,11,36,Alto,126799054,108074410,18724644,0.82,70.4492,829.85740636,19964.967,45.32885227698167,24.25
13,11,36,Alto,121072306,99812701,21259605,1.28,74.4315,525.93070877,21665.557,,23.4
12,11,6,Alto,113623895,91292115,22331780,1.43,73.7181,507.10577128,20298.826,46.71997483607518,20.07
11,11,6,Médio,105811504,82773323,23038181,1.42,73.6267,465.97429751,20520.318,,17.68
10,11,6,Baixo,98625552,76007411,22618141,1.65,72.5621,442.53557728,20715.873,,16.31
9,11,6,Baixo,90862455,68998980,21863475,1.87,70.703,471.88551893,17232.238,,16.68
8,11,6,Baixo,82820170,60961783,21858387,1.99,69.0342,499.17856213,17375.404,,9.88
7,11,6,Baixo,75043414,53340061,21703353,2.2,66.7745,517.71590551,,,
6,11,6,Baixo,67300334,46013540,21286794,2.67,64.2819,638.33860979,,,
5,11,6,Baixo,58982400,38203008,20779392,3.03,61.8832,727.96661882,,,
4,11,6,Baixo,50814953,30708514,20106439,3.31,58.8934,957.99585758,,,
3,11,6,Baixo,43174477,24512097,18662380,3.29,56.6876,915.97395178,,,
2,11,6,Baixo,36724615,19374402,17350213,3.02,53.5732,1065.7272654,,,
1,11,6,Baixo,31650600,15220256,16430344,2.79,49.5978,1259.7047671,,,
23,12,36,Baixo,123103479,114645589,8457890,-0.52,,,,,
22,12,36,Baixo,123753041,114979260,8773781,-0.5,,,,,
21,12,36,Baixo,124370947,115292289,9078658,-0.5,84.7123,,46157.637,,
20,12,36,Baixo,124997578,115583843,9413735,-0.54,84.0541,,45174.73,,26.49
18,12,36,Baixo,126304543,116099672,10204871,-0.31,84.6703,1112.4526315,43238.297,84.32450697948288,25.92
13,12,36,Baixo,127275872,116944428,10331444,-0.14,83.8832,1029.724879,43624.926,,
12,12,27,Baixo,128185275,116741034,11444241,0.04,82.916,947.14008025,41106.26,87.81908401459069,22.12
11,12,27,Baixo,127913330,110340709,17572621,0.14,82.0073,858.75903616,41301.355,,
10,12,27,Baixo,127027789,100303716,26724073,0.21,81.1788,765.57029101,39220.08,,19.31
9,12,27,Baixo,125672665,98593178,27079487,0.37,79.6837,741.87161602,37648.477,,
8,12,27,Baixo,123399765,96298507,27101258,0.42,78.9928,668.42865222,35466.086,,16.53
7,12,27,Baixo,120832163,93507944,27324219,0.41,77.799,625.5175,,,
6,12,27,Baixo,118358756,89755553,28603203,0.87,76.1408,617.45987541,,,
5,12,27,Baixo,113321196,85121987,28199209,1.21,74.3569,631.11830452,,,
4,12,27,Baixo,106712368,75417163,31295205,1.12,72.0073,691.39463573,,,
3,12,27,Baixo,100916019,66812422,34103597,0.92,70.257,712.73336325,,,
2,12,27,Baixo,96399754,59269408,37130346,0.85,67.718,756.38016025,,,
1,12,27,Baixo,92425478,52005319,40420159,1.35,65.7115,776.83462988,,,
23,13,36,Baixo,118365995,48427431,69938564,1.57,,,,,
22,13,36,Baixo,116538258,47497912,69040346,1.75,,,,,
21,13,36,Baixo,114535772,46597953,67937819,1.7,71.6335,,16691.133,,
20,13,36,Médio,112618250,45724131,66894119,1.5,71.0097,,16360.391,,
18,13,36,Médio,109315124,44041052,65274072,1.64,69.7897,,15309.236,18.496332337671817,6.71
13,13,36,Médio,99597342,40123329,59474013,2.23,70.1346,620.79531409,13425.912,,7.63
12,13,19,Baixo,89196072,36182597,53013475,1.92,69.0782,594.00877718,13128.988,34.221322282533734,
11,13,19,Médio,81101004,33035354,48065650,2.1,68.3552,571.52754526,10700.609,,
10,13,19,Baixo,73083284,29917321,43165963,2.17,67.3323,555.17845949,9981.628,,
9,13,12,Médio,65652622,27278501,38374121,2.37,65.2143,,8423.578,,
8,13,12,Baixo,58396618,24961581,33435037,2.85,62.5132,,8006.6216,,
7,13,12,Baixo,50734968,22059000,28675968,2.91,59.4051,,,,
6,13,19,Baixo,43950413,19340901,24609512,2.48,55.6726,972.60704994,,,
5,13,12,Baixo,38875327,16964582,21910745,2.34,51.7342,1163.2762151,,,
4,13,12,Baixo,34623990,14536071,20087919,2.48,49.0001,1393.5912684,,,
3,13,12,Baixo,30629174,12253382,18375792,2.63,47.5767,1352.5965315,,,
2,13,12,Baixo,26896479,10221871,16674608,2.48,44.4361,,,,
1,13,12,Baixo,23795229,8194766,15600463,2.39,40.1543,,,,
23,14,36,Baixo,116786962,57606092,59180870,0.81,,,,,
22,14,36,Baixo,115843670,56434179,59409491,0.83,,,,,
21,14,36,Médio,114891199,55287662,59603537,0.81,69.8327,,9901.057,,
20,14,36,Médio,113964338,54167314,59797024,0.76,69.4723,,9457.104,,
18,14,36,Médio,112081264,52008603,60072661,1.15,70.0974,,8455.185,20.546298260316235,7.52
13,14,36,Médio,105312992,47078199,58234793,1.8,69.4501,,7691.763,,6.09
12,14,6,Médio,96337125,42487934,53849191,1.82,68.8833,519.60384298,6273.039,,5.43
11,14,6,Médio,88015962,39435905,48580057,2.02,68.4231,,5386.8164,,12.05
10,14,6,Alto,79625397,35981065,43644332,2.45,67.7892,470.4740905,4740.439,,11.94
9,14,6,Médio,70546246,32515486,38030760,2.34,66.311,473.26716801,4477.323,,
8,14,6,Alto,62854666,29106432,33748234,2.63,64.3825,,4504.4624,,
7,14,6,Baixo,55213006,22943780,32269226,2.82,62.7353,,,,
6,14,6,Baixo,48043740,17752900,30290840,2.67,61.8844,,,,
5,14,6,Baixo,42120826,14684347,27436479,2.28,60.9044,,,,
4,14,6,Baixo,37622204,11807882,25814322,2.89,60.8273,,,,
3,14,6,Baixo,32625316,9770040,22855276,3.18,60.4098,780.66998926,,,
2,14,6,Baixo,27891897,7959850,19932047,4.04,59.1754,,,,
1,14,6,Baixo,22880573,6365919,16514654,3.95,56.6004,,,,
23,15,36,Baixo,112832473,50722858,62109615,3.25,,,,,
22,15,36,Baixo,109276265,48611843,60664422,3.3,,,,,
21,15,36,Baixo,105789731,46571127,59218604,3.31,,,,,
20,15,36,Baixo,102396968,44598623,57798345,3.28,,,,,
18,15,36,Baixo,95989998,40848447,55141551,3.27,,,,,
13,15,36,Baixo,81035531,32566508,48469023,3.4,,,,,
12,15,36,Baixo,68563038,25817901,42745137,3.13,,,,,
11,15,36,Baixo,58775724,20521483,38254241,3.08,,,,,
10,15,36,Baixo,50507442,16534234,33973208,2.6,,,,,
9,15,36,Baixo,44433704,13659173,30774531,3.91,,,,,
8,15,36,Baixo,36684063,10603379,26080684,3.25,,,,,
7,15,36,Baixo,31264816,8520577,22744239,3.2,,,,,
6,15,36,Baixo,26711099,7135522,19575577,3.02,,,,,
5,15,36,Baixo,23021101,5913533,17107568,2.71,,,,,
4,15,36,Baixo,20137436,4924023,15213413,2.93,,,,,
3,15,36,Baixo,17427802,4070472,13357330,2.69,,,,,
2,15,36,Baixo,15264846,3400360,11864486,2.29,,,,,
1,15,36,Baixo,13630351,2791904,10838447,2.08,,,,,
23,16,36,Baixo,101598527,42039428,59559099,0.6,,,,,
22,16,36,Baixo,100987686,40975863,60011823,0.63,,,,,
21,16,36,Baixo,100352192,39908501,60443691,0.67,74.5883,,13491.88,,
20,16,36,Baixo,99680655,38841525,60839130,0.75,74.5025,,12930.256,,
18,16,36,Baixo,98079191,36727248,61351943,0.93,75.3832,,11851.396,77.57888936798093,
13,16,36,Baixo,92823254,31635369,61187885,1.2,73.9554,,9248.024,,
12,16,23,Baixo,87455152,26910696,60544456,1.52,73.6107,,7274.733,82.7793807078122,
11,16,23,Baixo,81088313,23000555,58087758,1.0,73.1983,,5776.3633,,
10,16,22,Baixo,77154011,19568590,57585421,1.38,72.7455,,4349.2236,,
9,16,34,Baixo,72049940,16668571,55381369,1.92,70.8714,,3328.2148,,
8,16,34,Baixo,65504552,13817423,51687129,2.09,69.0268,,2467.9646,,
7,16,34,Baixo,59060622,11942117,47118505,2.39,67.1916,,,,
6,16,34,Baixo,52490101,10464982,42025119,2.46,65.3381,,,,
5,16,34,Baixo,46482903,9152476,37330427,2.31,61.865,,,,
4,16,34,Baixo,41475230,7943534,33531696,2.24,54.93,,,,
3,16,34,Baixo,37129656,6216854,30912802,2.68,56.9667,,,,
2,16,34,Baixo,32531933,4802582,27729351,2.92,58.0462,,,,
1,16,34,Baixo,28166446,3685807,24480639,2.33,54.8256,,,,
23,17,36,Baixo,92417681,67760281,24657400,0.93,,,,,
22,17,36,Baixo,91567738,66968458,24599280,1.06,,,,,
21,17,36,Baixo,90608707,66139220,24469487,1.21,77.6545,,15912.03,,
20,17,36,Médio,89524246,65271669,24252577,1.21,76.7993,,15331.333,,
18,17,36,Médio,87723443,63420504,24302939,0.77,74.1406,,14397.153,46.068897400500504,
13,17,36,Baixo,82619362,58217032,24402330,1.31,75.9073,,13905.192,,
12,17,19,Baixo,77420842,52664138,24756704,1.51,74.3896,,14737.156,52.65978686584533,
11,17,19,Baixo,71828455,47575374,24253081,1.58,72.4463,,13056.25,,
10,17,19,Baixo,66418659,42352090,24066569,1.32,70.1665,,10908.293,,
9,17,19,Baixo,62205567,36488609,25716958,1.28,67.9036,,9804.55,,
8,17,19,Baixo,58380092,31672465,26707627,3.32,64.0656,,9046.585,,
7,17,19,Baixo,49582289,25278712,24303577,4.47,61.5366,,,,
6,17,19,Baixo,39842324,19215536,20626788,3.34,58.3689,,,,
5,17,13,Baixo,33802973,14973153,18829820,3.01,54.8194,,,,
4,17,19,Baixo,29145100,11751335,17393765,3.09,50.2223,,,,
3,17,19,Baixo,25036978,9250486,15786492,3.12,46.3723,,,,
2,17,19,Baixo,21470434,7390258,14080176,2.8,43.2965,,,,
1,17,19,Baixo,18700802,5895032,12805770,2.52,40.6234,,,,
23,18,36,Baixo,87685426,67446349,20239077,0.24,,,,,
22,18,36,Baixo,87473805,66795292,20678513,0.23,,,,,
21,18,36,Médio,87270501,66156581,21113920,0.24,77.1557,,34609.914,,
20,18,36,Médio,87058473,65482895,21575578,0.43,77.5913,,33061.047,,
18,18,36,Médio,86091692,63803445,22288247,0.86,76.5255,,28649.55,62.67814183945857,
13,18,36,Alto,80014226,57616730,22397496,1.76,76.5389,,25992.297,,
12,18,12,Médio,73346769,51225748,22121021,1.13,74.9642,,19751.621,59.65738058726643,
11,18,19,Médio,69329557,46065593,23263964,1.17,73.5098,,17828.541,,
10,18,19,Médio,65425961,40942328,24483633,1.4,71.9312,,14878.176,,
9,18,19,Alto,61024503,36333494,24691009,1.73,69.7341,,13035.547,,
8,18,19,Médio,56015628,31923032,24092596,2.02,67.8348,,12124.939,,
7,18,12,Baixo,50687115,25769960,24917155,2.22,65.3437,,,,
6,18,12,Baixo,45408815,19252765,26156050,2.04,62.7391,,,,
5,18,12,Baixo,41053126,16333819,24719307,2.3,59.513,,,,
4,18,12,Baixo,36638465,13334557,23303908,2.52,56.7016,,,,
3,18,12,Baixo,32345220,10601023,21744197,2.69,54.1048,,,,
2,18,12,Baixo,28329898,8657857,19672041,3.11,50.799,,,,
1,18,12,Baixo,24310511,6929929,17380582,2.95,49.0621,,,,
23,19,36,Baixo,84075075,64345635,19729440,-0.56,,,,,
22,19,36,Baixo,84552242,64268012,20284230,0.0,,,,,
21,19,36,Baixo,84548231,64200283,20347948,0.55,81.3777,,63578.14,,
20,19,36,Baixo,84086227,64130933,19955294,0.46,80.5796,,63353.94,,45.34
18,19,36,Baixo,83628708,63930305,19698403,0.08,81.0036,1185.1391023,60747.273,76.92006411526955,44.43
13,19,36,Baixo,82077550,63078413,18999137,0.31,80.5658,1132.6213546,60099.637,,41.2
12,19,6,Baixo,80830924,62261612,18569312,-0.3,80.0814,1050.384741,55233.316,80.62654521682585,37.57
11,19,6,Baixo,82046731,62053609,19993122,0.06,79.254,1006.7708778,51633.188,,34.13
10,19,6,Baixo,81797258,61087413,20709845,-0.05,78.0563,1020.5880901,50314.254,,32.63
9,19,6,Baixo,82019890,60054511,21965379,0.57,76.5515,1083.2441435,45874.223,,30.41
8,19,6,Baixo,79707959,57849875,21858084,0.47,75.3414,1161.0291755,42657.652,,
7,19,36,Baixo,77863424,56509433,21353991,-0.12,74.4919,,,,
6,19,36,Baixo,78315375,57036935,21278440,-0.1,73.0883,,,,
5,19,36,Baixo,78701865,57225423,21476442,0.13,71.5162,,,,
4,19,36,Baixo,78205102,56788207,21416895,0.58,70.6782,,,,
3,19,36,Baixo,75966964,54869782,21097182,0.85,70.6251,,,,
2,19,36,Baixo,72811640,52406122,20405518,0.69,69.2509,,,,
1,19,36,Baixo,70334152,49855283,20478869,0.14,68.3412,,,,
23,20,36,Baixo,71619863,38343775,33276088,-0.07,,,,,
22,20,36,Baixo,71668011,37838857,33829154,-0.05,,,,,
21,20,36,Baixo,71702435,37322064,34380371,-0.05,76.4115,,21142.664,,
20,20,36,Baixo,71735329,36793252,34942077,0.01,75.2913,,20741.523,,
18,20,36,Baixo,71641484,35698325,35943159,0.17,77.3314,,19956.547,44.073720389501865,5.09
13,20,36,Baixo,70540795,32745680,37795115,0.57,76.5631,685.80935597,18811.328,,4.53
12,20,21,Médio,68579447,29475114,39104333,0.76,75.0117,645.71429281,16729.775,47.45102973886777,3.83
11,20,21,Médio,66017420,24476532,41540888,0.94,72.8938,604.39778905,14457.741,,
10,20,21,Baixo,63007815,19759915,43247900,1.29,71.2053,580.72701699,11622.111,,
9,20,22,Médio,59098232,18012031,41086201,1.54,69.7565,546.25338972,11953.495,,2.4
