Chave_Tempo,Chave_Local,Chave_Religiao,Em_Conflito,Populacao_Total,Populacao_Urbana,Populacao_Rural,Taxa_Crescimento,Expectativa_Vida,Taxa_Mortalidade,PIB_Per_Capita,Acesso_Educacao,Medicos_Por_Habitante
4,177,36,Baixo,120736,62268,58468,2.9,63.0436,652.30557693,,,
3,177,36,Baixo,104675,55692,48983,2.77,60.3559,669.060206,,,
2,177,36,Baixo,91318,49741,41577,2.72,57.3886,,,,
1,177,36,Baixo,79856,43673,36183,2.94,52.6683,,,,
23,178,36,Baixo,403033,356391,46642,0.44,,,,,
22,178,36,Baixo,401283,352937,48346,0.46,,,,,
21,178,36,Baixo,399440,349415,50025,0.48,74.5518,,33105.605,,
20,178,36,Baixo,397538,345844,51694,0.29,74.4911,,32408.71,,
18,178,36,Baixo,395863,338674,57189,0.3,72.9936,,25457.08,,
13,178,36,Baixo,385346,320094,65252,0.95,73.8047,596.99737578,32290.7,,
12,178,6,Baixo,367478,297422,70056,1.34,73.4487,569.95227389,32701.951,,
11,178,6,Baixo,343894,270701,73193,1.21,73.4132,561.47436272,35355.188,,
10,178,6,Baixo,323835,244291,79544,1.44,72.4812,545.20870589,34587.105,,
9,178,6,Baixo,301461,226812,74649,1.78,71.4225,575.32281205,30119.436,,
8,178,6,Baixo,275945,204654,71291,1.74,70.9449,,33062.547,,
7,178,6,Baixo,253154,179943,73211,1.71,70.2892,564.83899043,,,
6,178,6,Baixo,232526,153998,78528,2.07,69.0905,623.98857687,,,
5,178,6,Baixo,209886,132250,77636,2.56,68.1404,493.1372549,,,
4,178,36,Baixo,184982,113068,71914,4.57,66.1634,,,,
3,178,36,Baixo,147952,88715,59237,4.93,64.2723,,,,
2,178,36,Baixo,116317,65401,50916,4.37,62.4539,,,,
1,178,36,Baixo,93922,49566,44356,2.38,60.6517,,,,
23,179,36,Baixo,398266,334395,63871,1.24,,,,,
22,179,36,Baixo,393396,332066,61330,1.51,,,,,
21,179,36,Baixo,387558,329708,57850,1.89,82.6911,,67255.67,,43.73
20,179,36,Baixo,380356,327298,53058,2.07,81.5877,779.40201452,65932.13,,44.4
18,179,36,Baixo,366614,322286,44328,1.64,82.7113,628.98573662,59909.773,69.82110040301689,43.18
13,179,36,Baixo,330952,309438,21514,0.79,82.1638,659.58414761,60262.523,,37.73
12,179,6,Baixo,318158,299745,18413,1.4,81.5939,634.82381202,54847.63,77.06381709269158,35.89
11,179,6,Baixo,296834,274440,22394,1.08,81.1691,620.89338345,55595.41,,36.12
10,179,6,Baixo,281280,259125,22155,1.01,79.5485,650.1774828,47997.566,,34.41
9,179,6,Baixo,267510,245228,22282,0.98,77.5426,719.41638608,38908.61,,30.24
8,179,6,Baixo,254833,231452,23381,1.09,77.7406,668.75981162,40307.062,,28.49
7,179,6,Baixo,241402,216386,25016,1.14,77.3897,685.16984258,,,
6,179,6,Baixo,228144,201464,26680,0.91,76.5969,674.26567295,,,
5,179,6,Baixo,218028,188999,29029,1.29,75.2687,648.00367141,,,
4,179,6,Baixo,204478,173558,30920,1.23,73.7797,712.46943765,,,
3,179,6,Baixo,192333,159082,33251,1.84,73.7964,670.997921,,,
2,179,6,Baixo,175560,141000,34560,2.16,74.0493,664.20034149,,,
1,179,6,Baixo,157746,121006,36740,2.03,73.2763,696.8928345,,,
23,180,36,Baixo,373791,0,0,-0.35,,,,,
22,180,36,Baixo,375106,0,0,-0.37,,,,,
21,180,36,Baixo,376517,0,0,-2.13,82.0503,,,,
20,180,36,Baixo,384697,0,0,-3.62,80.9054,,,,
18,180,36,Baixo,407394,0,0,-0.7,80.6481,,,,
13,180,36,Baixo,403950,0,0,-0.24,81.2679,726.03715132,,,
12,180,36,Baixo,408812,0,0,0.04,80.12,743.21978176,,,
11,180,36,Baixo,408077,0,0,-0.55,78.1836,726.4757858,,,
10,180,36,Baixo,419567,417852,1715,0.45,77.08,639.25923644,,,
9,180,36,Baixo,410184,393796,16388,1.08,75.5334,,,,
8,180,36,Baixo,388813,371885,16928,1.84,73.9321,,,,
7,180,36,Baixo,354894,335697,19197,1.39,72.2345,,,,
6,180,36,Baixo,331211,300475,30736,0.54,69.9245,,,,
5,180,36,Baixo,322457,281806,40651,0.27,67.1572,,,,
4,180,36,Baixo,318111,253488,64623,0.87,64.6923,,,,
3,180,36,Baixo,304563,211231,93332,1.74,63.1674,,,,
2,180,36,Baixo,279427,163550,115877,2.68,61.058,,,,
1,180,36,Baixo,244781,112074,132707,2.58,57.2713,,,,
23,181,36,Baixo,340439,0,0,-0.8,,,,,
22,181,36,Baixo,343195,0,0,-0.81,,,,,
21,181,36,Baixo,346002,344019,1983,-0.99,82.5651,,,,
20,181,36,Baixo,349459,343934,5525,-1.08,80.8364,,,,
18,181,36,Baixo,356615,343595,13020,-0.83,80.2672,,,,
13,181,36,Baixo,383731,343326,40405,-0.7,82.0308,807.18033809,,,
12,181,36,Baixo,397384,351666,45718,-0.22,81.1379,723.14861033,,,
11,181,36,Baixo,401847,354729,47118,-0.94,80.2172,658.87862232,,,
10,181,36,Baixo,421382,347193,74189,0.87,78.4973,695.60004548,,,
9,181,36,Baixo,403497,326044,77453,1.69,77.201,,,,
8,181,36,Baixo,371000,309282,61718,1.34,75.8572,,,,
7,181,36,Baixo,347149,284886,62263,0.88,74.3964,652.63799939,,,
6,181,36,Baixo,332284,259100,73184,0.3,71.9047,,,,
5,181,36,Baixo,327339,233419,93920,0.11,69.006,668.01286001,,,
4,181,36,Baixo,325520,198316,127204,0.8,65.0525,780.89664658,,,
3,181,36,Baixo,312760,155417,157343,1.61,64.1553,,,,
2,181,36,Baixo,288771,112900,175871,2.04,61.6061,,,,
1,181,36,Baixo,261041,82620,178421,2.38,58.7539,,,,
23,182,36,Baixo,335169,85244,249925,2.26,,,,,
22,182,36,Baixo,327777,83089,244688,2.3,,,,,
21,182,36,Baixo,320409,80991,239418,2.35,71.4769,,3118.396,,
20,182,36,Baixo,313046,78950,234096,2.35,71.3016,,3122.6401,,
18,182,36,Baixo,298858,75025,223833,2.35,70.3845,,3259.9954,15.489686673783499,
13,182,36,Baixo,266101,66048,200053,2.24,70.1632,,3259.1482,,
12,182,6,Baixo,238248,57802,180446,2.48,69.5703,,3359.8496,,
11,182,6,Baixo,210760,48362,162398,2.5,69.1656,,3089.437,,
10,182,6,Baixo,186281,40109,146172,2.19,68.586,,3342.1672,,
9,182,6,Baixo,167137,33923,133214,2.45,68.1036,,3226.915,,
8,182,6,Baixo,148063,27443,120620,2.58,66.6837,,3101.6807,,
7,182,6,Baixo,130356,21743,108613,2.42,63.9273,,,,
6,182,36,Baixo,115660,17045,98615,2.9,61.3222,,,,
5,182,36,Baixo,100269,13378,86891,3.05,58.1333,,,,
4,182,36,Baixo,86266,10524,75742,3.02,55.3107,,,,
3,182,36,Baixo,74358,8416,65942,2.91,52.5269,,,,
2,182,36,Baixo,64431,6627,57804,2.61,49.8407,,,,
1,182,36,Baixo,56633,5243,51390,1.9,47.0995,,,,
23,183,36,Baixo,337011,139411,197600,3.22,,,,,
22,183,36,Baixo,326505,136281,190224,3.32,,,,,
21,183,36,Baixo,316015,133282,182733,3.52,76.0544,,,,
20,183,36,Baixo,305269,130404,174865,3.68,75.1273,,,,
18,183,36,Baixo,284370,124952,159418,3.44,74.2126,,,,
13,183,36,Baixo,245579,112783,132796,3.43,76.8827,264.56128656,,,
12,183,36,Baixo,207422,102176,105246,2.92,78.2501,,,,
11,183,36,Baixo,179601,89462,90139,2.79,77.1305,,,,
10,183,36,Baixo,156492,71754,84738,5.01,76.3612,,,,
9,183,36,Baixo,122576,51068,71508,6.47,75.0747,,,,
8,183,36,Baixo,89593,34176,55417,6.44,73.6112,,,,
7,183,36,Baixo,65588,23794,41794,5.52,71.9047,,,,
6,183,36,Baixo,50145,16585,33560,4.13,69.7597,,,,
5,183,36,Baixo,40968,12528,28440,3.14,66.9667,,,,
4,183,36,Baixo,35096,9296,25800,3.06,63.5519,,,,
3,183,36,Baixo,30180,6726,23454,3.03,59.2107,,,,
2,183,36,Baixo,25992,3922,22070,2.63,54.363,,,,
1,183,36,Baixo,22825,2256,20569,2.15,48.6978,,,,
23,184,36,Baixo,313666,296315,17351,1.67,,,,,
22,184,36,Baixo,308522,289079,19443,1.69,,,,,
21,184,36,Baixo,303402,281920,21482,1.71,76.9781,,,,
20,184,36,Baixo,298306,274839,23467,1.81,76.7942,,,,
18,184,36,Baixo,289055,260877,28178,1.22,77.5067,,,,
13,184,36,Baixo,266363,226996,39367,2.58,76.6314,318.77516772,,,
12,184,36,Baixo,234565,194192,40373,2.99,75.8516,330.89844722,,,
11,184,36,Baixo,202447,165336,37111,4.74,74.1342,364.58410315,,,
10,184,36,Baixo,160620,129081,31539,3.59,72.9651,,,,
9,184,36,Baixo,134633,105731,28902,3.62,71.9176,,,,
8,184,36,Baixo,112686,86423,26263,5.53,70.8509,,,,
7,184,36,Baixo,86102,62799,23303,5.35,69.3884,,,,
6,184,36,Baixo,66349,47392,18957,4.03,67.1353,,,,
5,184,36,Baixo,54463,38862,15601,3.31,65.0231,718.56713445,,,
4,184,36,Baixo,46279,32321,13958,3.65,63.2738,740.66346756,,,
3,184,36,Baixo,38681,25569,13112,4.47,60.5477,,,,
2,184,36,Baixo,31084,20285,10799,4.09,55.8157,,,,
1,184,36,Baixo,25437,16687,8750,1.69,50.7427,,,,
23,185,36,Baixo,295333,223627,71706,0.92,,,,,
22,185,36,Baixo,292639,219950,72689,0.96,,,,,
21,185,36,Baixo,289870,216273,73597,0.96,78.7658,,,,
20,185,36,Baixo,287123,212585,74538,0.67,77.6983,,,,
18,185,36,Baixo,284176,205195,78981,0.2,77.0494,,,,
13,185,36,Baixo,283168,186694,96474,1.6,77.2055,,,,
12,185,36,Baixo,261582,168452,93130,1.37,75.9915,,,,
11,185,36,Baixo,244381,148837,95544,1.84,74.8671,,,,
10,185,36,Baixo,223098,131807,91291,2.17,73.5737,,,,
9,185,36,Baixo,200379,114988,85391,2.58,71.3138,,,,
8,185,36,Baixo,176456,101154,75302,1.95,69.5259,,,,
7,185,36,Baixo,160234,91770,68464,1.35,67.8432,,,,
6,185,36,Baixo,149817,83351,66466,1.74,65.6008,,,,
5,185,36,Baixo,137462,71861,65601,4.68,63.2394,,,,
4,185,36,Baixo,109338,53960,55378,3.25,60.0575,,,,
3,185,36,Baixo,93159,40717,52442,3.14,56.0663,,,,
2,185,36,Baixo,79819,29162,50657,2.91,52.3411,,,,
1,185,36,Baixo,69159,20732,48427,1.63,48.6078,,,,
23,186,36,Baixo,282623,91766,190857,0.06,,,,,
22,186,36,Baixo,282467,91256,191211,0.05,,,,,
21,186,36,Baixo,282336,90795,191541,0.01,76.1782,,19224.463,,
20,186,36,Baixo,282318,90380,191938,0.06,75.6761,,18469.576,,29.58
18,186,36,Baixo,281698,89695,192003,0.17,76.6465,,15749.038,,26.16
13,186,36,Baixo,278990,88815,190175,0.27,76.0546,,18464.664,,
12,186,6,Baixo,275243,89099,186144,0.48,75.4882,802.81854883,19253.408,,
11,186,6,Baixo,268706,89988,178718,0.5,74.9602,905.82398136,19488.002,,18.2
10,186,6,Baixo,262063,91281,170782,0.0,74.5803,894.60987422,18851.576,,13.93
9,186,6,Baixo,262039,94236,167803,0.27,73.8796,959.69289827,15925.521,,13.66
8,186,6,Baixo,258582,97406,161176,0.22,73.4625,880.15564202,16976.762,,
7,186,6,Baixo,255820,99134,156686,0.34,73.3155,879.84189723,,,
6,186,6,Baixo,251524,101136,150388,0.03,72.1289,804.8,,,
5,186,6,Baixo,251175,95596,155579,0.14,69.7897,846.93877551,,,
4,186,6,Baixo,249387,89687,159700,0.57,68.5182,869.05263158,,,
3,186,36,Baixo,242417,87420,154997,0.98,67.2358,,,,
2,186,36,Baixo,230893,84932,145961,0.67,64.1488,912.87553648,,,
1,186,36,Baixo,223290,82687,140603,1.24,59.0043,,,,
23,187,36,Baixo,282465,186114,96351,0.23,,,,,
22,187,36,Baixo,281807,184825,96982,0.25,,,,,
21,187,36,Baixo,281118,183719,97399,0.26,84.0698,,,,
20,187,36,Baixo,280378,182677,97701,0.21,83.8594,,,,
18,187,36,Baixo,279209,180188,99021,0.06,82.4588,,,,
13,187,36,Baixo,277866,171288,106578,0.53,82.3393,,,,
12,187,36,Baixo,270580,161542,109038,0.84,81.1407,,,,
11,187,36,Baixo,259507,146349,113158,1.55,79.9511,,,,
10,187,36,Baixo,240337,132975,107362,1.59,79.0001,,,,
9,187,36,Baixo,222118,121881,100237,1.74,76.2426,,,,
8,187,36,Baixo,203776,114764,89012,2.4,73.9083,,,,
7,187,36,Baixo,180988,102731,78257,2.95,71.2033,,,,
6,187,36,Baixo,156471,89513,66958,3.14,67.4054,,,,
5,187,36,Baixo,134045,76088,57957,3.29,64.2488,,,,
4,187,36,Baixo,114010,60952,53058,3.49,62.495,,,,
3,187,36,Baixo,96017,45017,51000,2.79,61.0689,,,,
2,187,36,Baixo,83671,33011,50660,2.53,59.445,,,,
1,187,36,Baixo,73849,25947,47902,2.79,56.3959,,,,
23,188,36,Baixo,240254,187994,52260,2.0,,,,,
22,188,36,Baixo,235536,182727,52809,2.02,,,,,
21,188,36,Baixo,230871,177512,53359,2.02,,,,,
20,188,36,Baixo,226305,172334,53971,1.96,,,,,
18,188,36,Baixo,217435,162101,55334,1.89,,,,,
13,188,36,Baixo,200291,137228,63063,1.96,,,,,
12,188,36,Baixo,181802,113520,68282,2.38,,,,,
11,188,36,Baixo,161639,92078,69561,2.34,,,,,
10,188,36,Baixo,144018,74049,69969,1.32,,,,,
9,188,36,Baixo,134895,61496,73399,1.87,,,,,
8,188,36,Baixo,122980,49713,73267,2.51,,,,,
7,188,36,Baixo,108658,39432,69226,1.97,,,,,
6,188,36,Baixo,98544,31791,66753,2.59,,,,,
5,188,36,Baixo,86708,26136,60572,2.24,,,,,
4,188,36,Baixo,77626,21918,55708,1.61,,,,,
3,188,36,Baixo,71680,14147,57533,1.06,,,,,
2,188,36,Baixo,68012,10327,57685,1.03,,,,,
1,188,36,Baixo,64606,8661,55945,1.2,,,,,
23,189,36,Baixo,219306,35747,183559,0.59,,,,,
22,189,36,Baixo,218019,35688,182331,0.63,,,,,
21,189,36,Baixo,216663,35665,180998,0.65,71.6982,,6304.346,,
20,189,36,Baixo,215261,35673,179588,0.69,71.5503,,5843.772,,
18,189,36,Baixo,211944,35799,176145,1.03,70.7265,,6745.306,23.53889715709081,5.62
13,189,36,Baixo,201782,36648,165134,0.89,71.0599,,6432.36,,
12,189,6,Baixo,193023,37386,155637,0.64,71.4512,,6427.3115,,3.32
11,189,6,Baixo,186978,38177,148801,0.58,71.4868,,5914.8896,,2.67
10,189,6,Baixo,181685,38374,143311,0.8,70.7906,,4638.594,,
9,189,6,Baixo,174571,36628,137943,0.65,69.4695,,4077.991,,
8,189,6,Baixo,169042,34528,134514,0.26,67.8075,,3990.9268,,
7,189,6,Baixo,166849,33927,132922,0.31,66.5568,,,,
6,189,6,Baixo,164322,32936,131386,1.39,64.961,,,,
5,189,36,Baixo,153344,31779,121565,1.78,62.839,,,,
4,189,36,Baixo,140400,29140,111260,1.87,60.3881,,,,
3,189,36,Baixo,127978,24526,103452,2.61,57.8862,,,,
2,189,36,Baixo,112490,20562,91928,2.58,55.1526,,,,
1,189,36,Baixo,99038,16398,82640,2.33,52.2074,,,,
23,190,36,Baixo,185487,149822,35665,0.0,,,,,
22,190,36,Baixo,185482,148991,36491,0.03,,,,,
21,190,36,Baixo,185427,148134,37293,0.04,,,,,
20,190,36,Baixo,185345,147273,38072,0.02,,,,,
18,190,36,Baixo,185018,145612,39406,-2.39,,,,,
13,190,36,Baixo,166612,141185,25427,1.21,,,,,
12,190,36,Baixo,156879,132708,24171,0.73,,,,,
11,190,36,Baixo,151313,117145,34168,0.78,,,,,
10,190,36,Baixo,145529,119883,25646,-0.96,,,,,
9,190,36,Baixo,152692,126158,26534,-0.39,,,,,
8,190,36,Baixo,155739,124198,31541,-0.12,,,,,
7,190,36,Baixo,156698,125225,31473,0.0,,,,,
6,190,36,Baixo,156660,121016,35644,0.19,,,,,
5,190,36,Baixo,155195,120448,34747,0.57,,,,,
4,190,36,Baixo,150865,112678,38187,1.15,,,,,
3,190,36,Baixo,142464,102592,39872,1.51,,,,,
2,190,36,Baixo,132185,94838,37347,2.63,,,,,
1,190,36,Baixo,116107,84982,31125,2.67,,,,,
23,191,36,Baixo,180149,35853,144296,0.23,,,,,
22,191,36,Baixo,179744,35479,144265,0.26,,,,,
21,191,36,Baixo,179285,35121,144164,0.28,72.6968,,23403.46,,
20,191,36,Baixo,178781,34779,144002,0.15,72.6699,,22961.963,,
18,191,36,Baixo,178250,34141,144109,0.33,72.3077,693.25317083,17141.938,40.87196665171436,42.34
13,191,36,Baixo,174905,32809,142096,0.46,72.9319,615.76767192,21142.625,,
12,191,36,Baixo,170906,31841,139065,0.65,72.7676,626.70534509,20848.877,,16.79
11,191,36,Baixo,165450,37794,127656,0.85,72.5437,693.93025205,19491.05,,
10,191,36,Baixo,158616,43591,115025,1.37,70.7791,521.92000204,18818.725,,
9,191,36,Baixo,148208,42297,105911,1.46,71.1725,657.72451828,18048.625,,
8,191,36,Baixo,137857,40557,97300,1.31,70.0082,691.20417331,17222.0,,
7,191,36,Baixo,129159,35299,93860,1.6,70.3078,,,,
6,191,36,Baixo,119290,31313,87977,1.5,67.8006,718.20448878,,,
5,191,36,Baixo,110725,27662,83063,1.42,65.9095,794.44444444,,,
4,191,36,Baixo,103165,24901,78264,1.14,64.2904,,,,
3,191,36,Baixo,97493,21822,75671,1.04,61.9243,,,,
2,191,36,Baixo,92585,19292,73293,-0.26,57.865,,,,
1,191,36,Baixo,93803,17596,76207,0.17,55.4111,,,,
23,192,36,Baixo,168999,167029,1970,0.73,,,,,
22,192,36,Baixo,167777,165722,2055,0.76,,,,,
21,192,36,Baixo,166506,164397,2109,0.8,77.2093,,,,
20,192,36,Baixo,165180,163047,2133,0.89,77.1015,,,,
18,192,36,Baixo,162158,160185,1973,0.22,75.5289,,,,
13,192,36,Baixo,164905,152953,11952,-0.19,76.4438,,,,
12,192,36,Baixo,166522,150035,16487,0.26,76.0954,,,,
11,192,36,Baixo,164365,148314,16051,0.53,76.4271,,,,
10,192,36,Baixo,160065,144657,15408,1.3,74.894,,,,
9,192,36,Baixo,150054,133996,16058,1.6,74.511,,,,
8,192,36,Baixo,138610,118472,20138,2.23,73.4554,,,,
7,192,36,Baixo,124117,107641,16476,2.42,73.0704,,,,
6,192,36,Baixo,110141,97627,12514,2.14,70.6742,,,,
5,192,36,Baixo,99057,78072,20985,2.31,68.0107,,,,
4,192,36,Baixo,88365,51936,36429,2.28,65.8109,,,,
3,192,36,Baixo,78932,41567,37365,2.57,64.367,,,,
2,192,36,Baixo,69525,33469,36056,1.65,62.8818,,,,
1,192,36,Baixo,64078,28605,35473,1.06,61.2021,,,,
23,193,36,Baixo,136488,78192,58296,1.46,,,,,
22,193,36,Baixo,134518,76183,58335,1.5,,,,,
21,193,36,Baixo,132530,74160,58370,1.58,66.4731,,3195.8704,,
20,193,36,Baixo,130469,72129,58340,1.63,66.2687,,3117.7603,,
18,193,36,Baixo,126099,68069,58030,1.76,65.2046,,2860.751,38.59863974555576,
13,193,36,Baixo,116815,58024,58791,1.45,65.831,,2615.8406,,
12,193,6,Baixo,108704,48647,60057,2.09,65.8595,,2119.6394,,3.77
11,193,6,Baixo,98035,40209,57826,2.04,65.5174,,2183.7805,,
10,193,6,Baixo,88613,36259,52354,1.75,64.6739,,2481.414,,
9,193,36,Baixo,81234,28301,52933,1.65,63.146,,2498.7869,,
8,193,36,Baixo,74855,25335,49520,2.4,61.0184,,2213.5396,,
7,193,36,Baixo,66496,21467,45029,1.69,58.7195,,,,
6,193,36,Baixo,61148,19157,41991,0.05,57.3034,,,,
5,193,36,Baixo,60987,16334,44653,1.18,56.3579,,,,
4,193,36,Baixo,57510,12328,45182,1.48,54.3802,,,,
3,193,36,Baixo,53439,9117,44322,2.53,51.0282,,,,
2,193,36,Baixo,47157,6717,40440,2.32,47.9579,,,,
1,193,36,Baixo,42041,4913,37128,2.12,46.2881,,,,
23,194,36,Baixo,132779,58120,74659,1.81,,,,,
22,194,36,Baixo,130418,57593,72825,1.93,,,,,
21,194,36,Baixo,127951,57062,70889,1.94,72.862,,29468.951,,
20,194,36,Baixo,125522,56504,69018,2.06,71.2481,,28540.762,,65.98
18,194,36,Baixo,120291,55308,64983,2.24,74.0912,678.43431984,30056.2,57.39581848244494,
13,194,36,Baixo,107230,51933,55297,2.46,72.2854,740.17140812,27032.209,,
12,194,6,Baixo,94971,48752,46219,1.25,72.4771,727.55960729,21708.756,45.94940208150052,10.53
11,194,6,Baixo,89266,45854,43412,1.39,71.9209,759.18238426,19917.12,,11.65
10,194,6,Baixo,83318,40927,42391,1.3,71.3127,,20633.674,,
9,194,6,Baixo,78126,38070,40056,1.1,70.6341,,16552.455,,
8,194,6,Baixo,73983,34796,39187,1.16,70.1698,,15478.848,,
7,194,6,Baixo,69823,34423,35400,1.05,69.6242,717.79141104,,,
6,194,6,Baixo,66260,32727,33533,1.6,68.4872,,,,
5,194,36,Baixo,61218,27570,33648,2.45,66.8473,,,,
4,194,36,Baixo,54252,20458,33794,2.36,63.9828,,,,
3,194,36,Baixo,48270,15492,32778,2.23,61.4442,,,,
2,194,36,Baixo,43230,11496,31734,1.51,60.4932,,,,
1,194,36,Baixo,40102,10683,29419,0.93,59.3885,,,,
23,195,36,Baixo,117303,41685,75618,0.08,,,,,
22,195,36,Baixo,117207,41327,75880,0.11,,,,,
21,195,36,Baixo,117081,40971,76110,0.14,75.2052,,16946.473,,
20,195,36,Baixo,116913,40618,76295,0.19,75.1508,,16386.463,,
18,195,36,Baixo,116341,39938,76403,0.31,75.019,916.25712077,14656.721,32.53681499009554,
13,195,36,Baixo,114676,38453,76223,0.55,75.0375,792.89044608,15145.972,,
12,195,6,Baixo,111586,37543,74043,0.34,74.7308,779.41882466,13363.092,,
11,195,6,Baixo,109734,36954,72780,0.42,73.7003,754.817936,14220.552,,
10,195,6,Baixo,107451,36276,71175,0.68,72.9547,,11632.175,,5.4
9,195,6,Baixo,103869,34558,69311,0.77,72.0936,738.8720485,8756.181,,
8,195,6,Baixo,99957,32184,67773,0.79,70.5464,833.15508021,8889.363,,
7,195,6,Baixo,96111,33146,62965,0.33,69.3378,783.42304845,,,
6,195,6,Baixo,94538,29293,65245,-0.74,68.1169,,,,
5,195,6,Baixo,98126,30102,68024,-0.06,68.0044,,,,
4,195,36,Baixo,98414,30416,67998,0.07,66.856,,,,
3,195,36,Baixo,98067,29579,68488,0.84,64.7804,,,,
2,195,36,Baixo,94058,27259,66799,2.38,63.1436,,,,
1,195,36,Baixo,83635,23825,59810,1.6,57.7942,,,,
23,196,36,Baixo,108147,48340,59807,0.07,,,,,
22,196,36,Baixo,108066,47945,60121,0.12,,,,,
21,196,36,Baixo,107939,47566,60373,0.15,76.353,,40516.81,,
20,196,36,Baixo,107782,47200,60582,0.21,76.2258,,38877.676,,
18,196,36,Baixo,107400,46511,60889,0.3,75.4061,,28521.69,,
13,196,36,Baixo,104184,44979,59205,0.8,75.4054,,35682.3,,
12,196,36,Baixo,100114,43778,56336,1.22,74.2973,,35508.594,,
11,196,36,Baixo,94230,44889,49341,1.2,73.4152,,40608.82,,
10,196,36,Baixo,88761,42444,46317,3.18,72.9393,,39244.83,,
9,196,36,Baixo,75918,39171,36747,3.33,72.8322,,37009.65,,
8,196,36,Baixo,64433,31273,33160,0.24,72.546,,34579.22,,
7,196,36,Baixo,63661,31762,31899,0.52,71.7918,,,,
6,196,36,Baixo,62039,30331,31708,0.4,70.7712,,,,
5,196,36,Baixo,60813,30661,30152,0.62,69.5637,,,,
4,196,36,Baixo,58950,29900,29050,0.26,67.4402,,,,
3,196,36,Baixo,58190,29082,29108,1.16,65.6151,,,,
2,196,36,Baixo,54922,27526,27396,2.41,64.0488,,,,
1,196,36,Baixo,48768,22235,26533,2.67,61.4522,,,,
23,197,36,Baixo,103742,26950,76792,-0.42,,,,,
22,197,36,Baixo,104175,26647,77528,-0.4,,,,,
21,197,36,Baixo,104597,26372,78225,-0.42,72.8947,,,,
20,197,36,Baixo,105042,26116,78926,-0.42,72.6353,,6901.739,,
18,197,36,Baixo,105704,25648,80056,0.03,72.3787,,6995.3174,29.352078197099253,9.46
13,197,36,Baixo,106095,24756,81339,-0.24,71.851,,6194.639,,
12,197,6,Baixo,107400,24357,83043,0.33,71.3185,,5488.75,,5.4
11,197,6,Baixo,105671,23396,82275,0.58,70.56,,5828.3706,,
10,197,6,Baixo,102677,22571,80106,0.48,69.6349,,5808.265,,
9,197,36,Baixo,100225,21967,78258,0.11,68.592,,5508.3394,,
8,197,36,Baixo,99700,21604,78096,0.35,67.5392,,4487.8193,,
7,197,36,Baixo,97984,20921,77063,0.04,66.9282,,,,
6,197,36,Baixo,97769,19674,78095,1.0,66.186,,,,
5,197,36,Baixo,93017,17968,75049,1.96,65.1216,,,,
4,197,36,Baixo,84401,17032,67369,2.14,63.1819,,,,
3,197,36,Baixo,75924,14500,61424,2.79,60.7198,,,,
2,197,36,Baixo,66170,10812,55358,2.94,58.3149,,,,
1,197,36,Baixo,57257,8566,48691,2.89,54.6605,,,,
23,198,36,Baixo,99924,61573,38351,-0.69,,,,,
22,198,36,Baixo,100616,61021,39595,-0.7,,,,,
21,198,36,Baixo,101323,60461,40862,-0.71,,,,,
20,198,36,Baixo,102046,59900,42146,-0.77,,,,,
18,198,36,Baixo,103526,58737,44789,-0.62,,,,,
13,198,36,Baixo,106960,55783,51177,-0.55,,,,,
12,198,36,Baixo,109959,53522,56437,-0.45,,,,,
11,198,36,Baixo,112450,51145,61305,-0.19,,,,,
10,198,36,Baixo,113545,48754,64791,0.09,,,,,
9,198,36,Baixo,113047,46904,66143,0.22,,,,,
8,198,36,Baixo,111812,44517,67295,0.6,,,,,
7,198,36,Baixo,108506,40331,68175,0.81,,,,,
6,198,36,Baixo,104213,36051,68162,0.75,,,,,
5,198,36,Baixo,100387,31767,68620,0.91,,,,,
4,198,36,Baixo,95964,27753,68211,1.08,,,,,
3,198,36,Baixo,90927,24288,66639,1.5,,,,,
2,198,36,Baixo,84388,21001,63387,3.34,,,,,
1,198,36,Baixo,71612,17468,54144,3.04,,,,,
23,199,36,Baixo,94209,26823,67386,0.47,,,,,
22,199,36,Baixo,93772,26559,67213,0.49,,,,,
21,199,36,Baixo,93316,26313,67003,0.51,77.5976,,28967.256,,
20,199,36,Baixo,92840,26086,66754,0.53,77.4833,,28033.13,,
18,199,36,Baixo,91846,25682,66164,0.53,77.1613,586.13893739,23915.162,36.97335127610424,
13,199,36,Baixo,89409,24981,64428,0.94,76.8924,564.30754761,25748.625,,
12,199,36,Baixo,85320,24837,60483,1.39,76.7013,416.91280047,25831.814,,
11,199,36,Baixo,79611,26078,53533,1.22,75.3638,600.25777941,27698.217,,
10,199,36,Baixo,74912,26853,48059,1.9,74.8191,531.46705957,25552.725,,
9,199,36,Baixo,68189,25002,43187,1.57,73.5759,662.5891947,21643.99,,
8,199,36,Baixo,63066,23628,39438,-0.48,73.6024,646.11054248,21078.785,,
7,199,36,Baixo,64591,24438,40153,0.02,73.8727,642.54038132,,,
6,199,36,Baixo,64513,25424,39089,0.21,73.0936,,,,
5,199,36,Baixo,63839,24503,39336,-0.21,71.4474,738.73155166,,,
4,199,36,Baixo,64528,22692,41836,1.48,69.3709,640.41634854,,,
3,199,36,Baixo,59970,22252,37718,1.52,66.1711,,,,
2,199,36,Baixo,55603,21945,33658,1.99,62.6351,,,,
1,199,36,Baixo,50374,18455,31919,2.08,60.2496,,,,
23,200,36,Baixo,84138,0,0,-0.9,,,,,
