"Country or Area","Year","Religion","Value","Value Footnotes"
"Jamaica","2011","Other Church of God","57204","37"
"Jamaica","2011","Other Religions","37042","37"
"Jamaica","2011","No Religion","161686","37"
"Jamaica","2011","Not Specified","11271","37"
"Jamaica","2011","New Testament Church of God","44662","37"
"Jamaica","2011","Church of God in Jamaica","19375","37"
"Jamaica","2011","Total","609351","37"
"Jamaica","2011","Anglican","16654","37"
"Jamaica","2011","Baha'i","35","37"
"Jamaica","2011","Baptist","48926","37"
"Jamaica","2011","Brethren","5058","37"
"Jamaica","2011","Church of God of Prophecy","39749","37"
"Jamaica","2011","Hindu","57","37"
"Jamaica","2011","Islam ","149","37"
"Jamaica","2011","Jehovah Witness","13649","37"
"Jamaica","2011","Judaism","40","37"
"Jamaica","2011","Methodist","11658","37"
"Jamaica","2011","Moravian","5999","37"
"Jamaica","2011","Pentecostal","72429","37"
"Jamaica","2011","Rastafarian","1491","37"
"Jamaica","2011","Revived","10901","37"
"Jamaica","2011","Roman Catholic","6659","37"
"Jamaica","2011","Seventh Day Adventist","91882","37"
"Jamaica","2011","United Church","15455","37"
"Jamaica","2011","Other Church of God","70338","37"
"Jamaica","2011","Other Religions","48734","37"
"Jamaica","2011","No Religion","62271","37"
"Jamaica","2011","Not Specified","10962","37"
"Jamaica","2011","New Testament Church of God","53404","37"
"Jamaica","2011","Church of God in Jamaica","22851","37"
"Jamaica","2001","Total","2595962","37"
"Jamaica","2001","Anglican","93612","37"
"Jamaica","2001","Baha'i","279","37"
"Jamaica","2001","Baptist","188770","37"
"Jamaica","2001","Brethren","24217","37"
"Jamaica","2001","Church of God of Prophecy","113225","37"
"Jamaica","2001","Hindu","1453","37"
"Jamaica","2001","Islam ","1024","37"
"Jamaica","2001","Jehovah Witness","40203","37"
"Jamaica","2001","Judaism","359","37"
"Jamaica","2001","Methodist","50024","37"
"Jamaica","2001","Moravian","20975","37"
"Jamaica","2001","Pentecostal","247452","37"
"Jamaica","2001","Rastafarian","24020","37"
"Jamaica","2001","Roman Catholic","67204","37"
"Jamaica","2001","Seventh Day Adventist","281353","37"
"Jamaica","2001","United Church","64154","37"
"Jamaica","2001","Other Church of God","215837","37"
"Jamaica","2001","Other Religions","253652","37"
"Jamaica","2001","No Religion","545902","37"
"Jamaica","2001","Not Specified","72151","37"
"Jamaica","2001","New Testament Church of God","163912","37"
"Jamaica","2001","Church of God in Jamaica","124184","37"
"Jamaica","2001","Total","1275670","37"
"Jamaica","2001","Anglican","42693","37"
"Jamaica","2001","Baha'i","146","37"
"Jamaica","2001","Baptist","84460","37"
"Jamaica","2001","Brethren","10626","37"
"Jamaica","2001","Church of God of Prophecy","49734","37"
"Jamaica","2001","Hindu","825","37"
"Jamaica","2001","Islam ","676","37"
"Jamaica","2001","Jehovah Witness","18411","37"
"Jamaica","2001","Judaism","193","37"
"Jamaica","2001","Methodist","22248","37"
"Jamaica","2001","Moravian","9746","37"
"Jamaica","2001","Pentecostal","105637","37"
"Jamaica","2001","Rastafarian","20610","37"
"Jamaica","2001","Roman Catholic","31248","37"
"Jamaica","2001","Seventh Day Adventist","127318","37"
"Jamaica","2001","United Church","28165","37"
"Jamaica","2001","Other Church of God","93310","37"
"Jamaica","2001","Other Religions","110892","37"
"Jamaica","2001","No Religion","357637","37"
"Jamaica","2001","Not Specified","37617","37"
"Jamaica","2001","New Testament Church of God","71158","37"
"Jamaica","2001","Church of God in Jamaica","52320","37"
"Jamaica","2001","Total","1320292","37"
"Jamaica","2001","Anglican","50919","37"
"Jamaica","2001","Baha'i","133","37"
"Jamaica","2001","Baptist","104310","37"
"Jamaica","2001","Brethren","13591","37"
"Jamaica","2001","Church of God of Prophecy","63492","37"
"Jamaica","2001","Hindu","628","37"
"Jamaica","2001","Islam ","348","37"
"Jamaica","2001","Jehovah Witness","21792","37"
"Jamaica","2001","Judaism","166","37"
"Jamaica","2001","Methodist","27776","37"
"Jamaica","2001","Moravian","11228","37"
"Jamaica","2001","Pentecostal","141815","37"
"Jamaica","2001","Rastafarian","3410","37"
"Jamaica","2001","Roman Catholic","35956","37"
"Jamaica","2001","Seventh Day Adventist","154035","37"
"Jamaica","2001","United Church","35988","37"
"Jamaica","2001","Other Church of God","122527","37"
"Jamaica","2001","Other Religions","142761","37"
"Jamaica","2001","No Religion","188265","37"
"Jamaica","2001","Not Specified","34534","37"
"Jamaica","2001","New Testament Church of God","92754","37"
"Jamaica","2001","Church of God in Jamaica","71864","37"
"Jamaica","2001","Total","1345147","37"
"Jamaica","2001","Anglican","52857","37"
"Jamaica","2001","Baha'i","188","37"
"Jamaica","2001","Baptist","84558","37"
"Jamaica","2001","Brethren","14026","37"
"Jamaica","2001","Church of God of Prophecy","41196","37"
"Jamaica","2001","Hindu","1295","37"
"Jamaica","2001","Islam ","707","37"
"Jamaica","2001","Jehovah Witness","23489","37"
"Jamaica","2001","Judaism","273","37"
"Jamaica","2001","Methodist","25452","37"
"Jamaica","2001","Moravian","6929","37"
"Jamaica","2001","Pentecostal","133160","37"
"Jamaica","2001","Rastafarian","12453","37"
"Jamaica","2001","Roman Catholic","52366","37"
"Jamaica","2001","Seventh Day Adventist","123004","37"
"Jamaica","2001","United Church","26736","37"
"Jamaica","2001","Other Church of God","96876","37"
"Jamaica","2001","Other Religions","136351","37"
"Jamaica","2001","No Religion","317800","37"
"Jamaica","2001","New Testament Church of God","71629","37"
"Jamaica","2001","Church of God in Jamaica","78898","37"
"Jamaica","2001","Total","639506","37"
"Jamaica","2001","Anglican","23346","37"
"Jamaica","2001","Baha'i","95","37"
"Jamaica","2001","Baptist","36247","37"
"Jamaica","2001","Brethren","6035","37"
"Jamaica","2001","Church of God of Prophecy","17057","37"
"Jamaica","2001","Hindu","733","37"
"Jamaica","2001","Islam ","463","37"
"Jamaica","2001","Jehovah Witness","9604","37"
"Jamaica","2001","Judaism","144","37"
"Jamaica","2001","Methodist","10860","37"
"Jamaica","2001","Moravian","3053","37"
"Jamaica","2001","Pentecostal","54602","37"
"Jamaica","2001","Rastafarian","10351","37"
"Jamaica","2001","Roman Catholic","23691","37"
"Jamaica","2001","Seventh Day Adventist","53798","37"
"Jamaica","2001","United Church","11115","37"
"Jamaica","2001","Other Church of God","39878","37"
"Jamaica","2001","Other Religions","57843","37"
"Jamaica","2001","No Religion","196537","37"
"Jamaica","2001","New Testament Church of God","29316","37"
"Jamaica","2001","Church of God in Jamaica","31958","37"
"Jamaica","2001","Total","705641","37"
"Jamaica","2001","Anglican","29511","37"
"Jamaica","2001","Baha'i","93","37"
"Jamaica","2001","Baptist","48311","37"
"Jamaica","2001","Brethren","7991","37"
"Jamaica","2001","Church of God of Prophecy","24139","37"
"Jamaica","2001","Hindu","562","37"
"Jamaica","2001","Islam ","244","37"
"Jamaica","2001","Jehovah Witness","13885","37"
"Jamaica","2001","Judaism","129","37"
"Jamaica","2001","Methodist","14592","37"
"Jamaica","2001","Moravian","3876","37"
"Jamaica","2001","Pentecostal","78558","37"
"Jamaica","2001","Rastafarian","2102","37"
"Jamaica","2001","Roman Catholic","28675","37"
"Jamaica","2001","Seventh Day Adventist","69206","37"
"Jamaica","2001","United Church","15621","37"
"Jamaica","2001","Other Church of God","56998","37"
"Jamaica","2001","Other Religions","78508","37"
"Jamaica","2001","No Religion","121263","37"
"Jamaica","2001","New Testament Church of God","42313","37"
"Jamaica","2001","Church of God in Jamaica","46940","37"
"Jamaica","2001","Total","1250815","37"
"Jamaica","2001","Anglican","40755","37"
"Jamaica","2001","Baha'i","91","37"
"Jamaica","2001","Baptist","104212","37"
"Jamaica","2001","Brethren","10191","37"
"Jamaica","2001","Church of God of Prophecy","72029","37"
"Jamaica","2001","Hindu","158","37"
"Jamaica","2001","Islam ","317","37"
"Jamaica","2001","Jehovah Witness","16714","37"
"Jamaica","2001","Judaism","86","37"
"Jamaica","2001","Methodist","24572","37"
"Jamaica","2001","Moravian","14046","37"
"Jamaica","2001","Pentecostal","114292","37"
"Jamaica","2001","Rastafarian","11567","37"
"Jamaica","2001","Roman Catholic","14838","37"
"Jamaica","2001","Seventh Day Adventist","158349","37"
"Jamaica","2001","United Church","37418","37"
"Jamaica","2001","Other Church of God","118961","37"
"Jamaica","2001","Other Religions","117301","37"
"Jamaica","2001","No Religion","228102","37"
"Jamaica","2001","Not Specified","72151","37"
"Jamaica","2001","New Testament Church of God","92283","37"
"Jamaica","2001","Church of God in Jamaica","45286","37"
"Jamaica","2001","Total","636164","37"
"Jamaica","2001","Anglican","19347","37"
"Jamaica","2001","Baha'i","51","37"
"Jamaica","2001","Baptist","48213","37"
"Jamaica","2001","Brethren","4591","37"
"Jamaica","2001","Church of God of Prophecy","32677","37"
"Jamaica","2001","Hindu","92","37"
"Jamaica","2001","Islam ","213","37"
"Jamaica","2001","Jehovah Witness","8807","37"
"Jamaica","2001","Judaism","49","37"
"Jamaica","2001","Methodist","11388","37"
"Jamaica","2001","Moravian","6693","37"
"Jamaica","2001","Pentecostal","51035","37"
"Jamaica","2001","Rastafarian","10259","37"
"Jamaica","2001","Roman Catholic","7557","37"
"Jamaica","2001","Seventh Day Adventist","73520","37"
"Jamaica","2001","United Church","17050","37"
"Jamaica","2001","Other Church of God","53432","37"
"Jamaica","2001","Other Religions","53049","37"
"Jamaica","2001","No Religion","161100","37"
"Jamaica","2001","Not Specified","37617","37"
"Jamaica","2001","New Testament Church of God","41842","37"
"Jamaica","2001","Church of God in Jamaica","20362","37"
"Jamaica","2001","Total","614651","37"
"Jamaica","2001","Anglican","21408","37"
"Jamaica","2001","Baha'i","40","37"
"Jamaica","2001","Baptist","55999","37"
"Jamaica","2001","Brethren","5600","37"
"Jamaica","2001","Church of God of Prophecy","39353","37"
"Jamaica","2001","Hindu","66","37"
"Jamaica","2001","Islam ","104","37"
"Jamaica","2001","Jehovah Witness","7907","37"
"Jamaica","2001","Judaism","37","37"
"Jamaica","2001","Methodist","13184","37"
"Jamaica","2001","Moravian","7352","37"
"Jamaica","2001","Pentecostal","63257","37"
"Jamaica","2001","Rastafarian","1308","37"
"Jamaica","2001","Roman Catholic","7281","37"
"Jamaica","2001","Seventh Day Adventist","84829","37"
"Jamaica","2001","United Church","20367","37"
"Jamaica","2001","Other Church of God","65529","37"
"Jamaica","2001","Other Religions","64253","37"
"Jamaica","2001","No Religion","67002","37"
"Jamaica","2001","Not Specified","34534","37"
"Jamaica","2001","New Testament Church of God","50441","37"
"Jamaica","2001","Church of God in Jamaica","24924","37"
"Kazakhstan","2009","Total","16009597",""
"Kazakhstan","2009","Buddhist","14663",""
"Kazakhstan","2009","Christian","4214232",""
"Kazakhstan","2009","Islam ","11239176",""
"Kazakhstan","2009","Judaism","5281",""
"Kazakhstan","2009","Other","3688",""
"Kazakhstan","2009","Not Stated","81010",""
"Kazakhstan","2009","Non-believers","451547",""
"Kenya","2019","Total","47206259","38"
"Kenya","2019","Catholic","9726143","38"
"Kenya","2019","Evangelical","9648674","38"
"Kenya","2019","Hindu","60287","38"
"Kenya","2019","Muslim","5152186","38"
"Kenya","2019","Orthodox","201263","38"
"Kenya","2019","Protestant","15777430","38"
"Kenya","2019","Traditional","318726","38"
"Kenya","2019","Other Christians","1732904","38"
"Kenya","2019","Other Religions","467081","38"
"Kenya","2019","No Religion","755748","38"
"Kenya","2019","African Instituted Churches","3292568","38"
"Kenya","2019","Unknown","73249","38"
"Kenya","2019","Total","23311942",""
"Kenya","2019","Catholic","4876362",""
"Kenya","2019","Evangelical","4479555",""
"Kenya","2019","Hindu","32065",""
"Kenya","2019","Muslim","2666015",""
"Kenya","2019","Orthodox","98629",""
"Kenya","2019","Protestant","7565028",""
"Kenya","2019","Traditional","175560",""
"Kenya","2019","Other Christians","1012649",""
"Kenya","2019","Other Religions","264443",""
"Kenya","2019","No Religion","538384",""
"Kenya","2019","African Instituted Churches","1557253",""
"Kenya","2019","Unknown","45999",""
"Kenya","2019","Total","23892942",""
"Kenya","2019","Catholic","4849463",""
"Kenya","2019","Evangelical","5168852",""
"Kenya","2019","Hindu","28222",""
"Kenya","2019","Muslim","2485984",""
"Kenya","2019","Orthodox","102623",""
"Kenya","2019","Protestant","8212026",""
"Kenya","2019","Traditional","143151",""
"Kenya","2019","Other Christians","720203",""
"Kenya","2019","Other Religions","202617",""
"Kenya","2019","No Religion","217327",""
"Kenya","2019","African Instituted Churches","1735228",""
"Kenya","2019","Unknown","27246",""
"Kenya","2019","Total","14601226","38"
"Kenya","2019","Catholic","3026519","38"
"Kenya","2019","Evangelical","2942267","38"
"Kenya","2019","Hindu","56217","38"
"Kenya","2019","Muslim","2027563","38"
"Kenya","2019","Orthodox","68053","38"
"Kenya","2019","Protestant","4489792","38"
"Kenya","2019","Traditional","21672","38"
"Kenya","2019","Other Christians","739901","38"
"Kenya","2019","Other Religions","130037","38"
"Kenya","2019","No Religion","191941","38"
"Kenya","2019","African Instituted Churches","882777","38"
"Kenya","2019","Unknown","24487","38"
"Kenya","2019","Total","7195485",""
"Kenya","2019","Catholic","1524051",""
"Kenya","2019","Evangelical","1352636",""
"Kenya","2019","Hindu","29636",""
"Kenya","2019","Muslim","1031816",""
"Kenya","2019","Orthodox","33455",""
"Kenya","2019","Protestant","2137678",""
"Kenya","2019","Traditional","11891",""
"Kenya","2019","Other Christians","424320",""
"Kenya","2019","Other Religions","74492",""
"Kenya","2019","No Religion","140497",""
"Kenya","2019","African Instituted Churches","419882",""
"Kenya","2019","Unknown","15131",""
"Kenya","2019","Total","7405170",""
"Kenya","2019","Catholic","1502325",""
"Kenya","2019","Evangelical","1589517",""
"Kenya","2019","Hindu","26581",""
"Kenya","2019","Muslim","995675",""
"Kenya","2019","Orthodox","34593",""
"Kenya","2019","Protestant","2351975",""
"Kenya","2019","Traditional","9776",""
"Kenya","2019","Other Christians","315552",""
"Kenya","2019","Other Religions","55540",""
"Kenya","2019","No Religion","51422",""
"Kenya","2019","African Instituted Churches","462860",""
"Kenya","2019","Unknown","9354",""
"Kenya","2019","Total","32605033","38"
"Kenya","2019","Catholic","6699624","38"
"Kenya","2019","Evangelical","6706407","38"
"Kenya","2019","Hindu","4070","38"
"Kenya","2019","Muslim","3124623","38"
"Kenya","2019","Orthodox","133210","38"
"Kenya","2019","Protestant","11287638","38"
"Kenya","2019","Traditional","297054","38"
"Kenya","2019","Other Christians","993003","38"
"Kenya","2019","Other Religions","337044","38"
"Kenya","2019","No Religion","563807","38"
"Kenya","2019","African Instituted Churches","2409791","38"
"Kenya","2019","Unknown","48762","38"
"Kenya","2019","Total","16116457",""
"Kenya","2019","Catholic","3352311",""
"Kenya","2019","Evangelical","3126919",""
"Kenya","2019","Hindu","2429",""
"Kenya","2019","Muslim","1634199",""
"Kenya","2019","Orthodox","65174",""
"Kenya","2019","Protestant","5427350",""
"Kenya","2019","Traditional","163669",""
"Kenya","2019","Other Christians","588329",""
"Kenya","2019","Other Religions","189951",""
"Kenya","2019","No Religion","397887",""
"Kenya","2019","African Instituted Churches","1137371",""
"Kenya","2019","Unknown","30868",""
"Kenya","2019","Total","16487772",""
"Kenya","2019","Catholic","3347138",""
"Kenya","2019","Evangelical","3579335",""
"Kenya","2019","Hindu","1641",""
"Kenya","2019","Muslim","1490309",""
"Kenya","2019","Orthodox","68030",""
"Kenya","2019","Protestant","5860051",""
"Kenya","2019","Traditional","133375",""
"Kenya","2019","Other Christians","404651",""
"Kenya","2019","Other Religions","147077",""
"Kenya","2019","No Religion","165905",""
"Kenya","2019","African Instituted Churches","1272368",""
"Kenya","2019","Unknown","17892",""
"Kenya","2009","Total","38412088",""
"Kenya","2009","Catholic","9010684",""
"Kenya","2009","Hindu","53393",""
"Kenya","2009","Muslim","4304798",""
"Kenya","2009","Protestant","18307466",""
"Kenya","2009","Traditional","635352",""
"Kenya","2009","Other Christians","4559584",""
"Kenya","2009","Other Religions","557450",""
"Kenya","2009","No Religion","922128",""
"Kenya","2009","Unknown","61233",""
"Kiribati","2015","Total","110136",""
"Kiribati","2015","Assembly of God","364",""
"Kiribati","2015","Baha'i","2314",""
"Kiribati","2015","Catholic","63116",""
"Kiribati","2015","Church of God","279",""
"Kiribati","2015","Muslim","139",""
"Kiribati","2015","Seventh Day Adventist","2064",""
"Kiribati","2015","Other","832",""
"Kiribati","2015","No Religion","51",""
"Kiribati","2015","Latter Day Saints (Mormon)","5857",""
"Kiribati","2015","Church of the Foursquare Gospel","77",""
"Kiribati","2015","Te Ran","86",""
"Kiribati","2015","All Nations Baptist","141",""
"Kiribati","2015","Kempsville Presbyterian Church","34464",""
